__LAMDA 	 __MU 
0.2 	 0.3 

# Replication 	 Delay Mean 
1 	 3.330906028864292 
2 	 3.34009507922816 
3 	 3.340374895533651 
4 	 3.317807905483686 
5 	 3.322717808900453 
6 	 3.3410711997220757 
7 	 3.3418966407718314 
8 	 3.3340283102123203 
9 	 3.334594411921021 
10 	 3.340227521778659 
11 	 3.35122418584897 
12 	 3.3114232729535744 
13 	 3.339114622595488 
14 	 3.330964570846079 
15 	 3.328456496956076 
16 	 3.347178142885874 
17 	 3.3380100532539663 
18 	 3.3218031547125713 
19 	 3.3357215981522037 
20 	 3.3196481776118345 
21 	 3.3479491460317687 
22 	 3.313530159504583 
23 	 3.341348737055491 
24 	 3.3233741820374996 
25 	 3.3039770487645512 
26 	 3.316395768163362 
27 	 3.3406097665353722 
28 	 3.32778619032536 
29 	 3.3496101794010626 
30 	 3.3296734139694735 
31 	 3.3425092769806484 
32 	 3.319960576718725 
33 	 3.3030918719188724 
34 	 3.347993190936378 
35 	 3.351938214535018 
36 	 3.3366457962193397 
37 	 3.3375147046751112 
38 	 3.334299510349475 
39 	 3.350210491046257 
40 	 3.3277669744942275 
41 	 3.3232205251191624 
42 	 3.3422211435292533 
43 	 3.3272205930532195 
44 	 3.350412638605867 
45 	 3.3360677453538043 
46 	 3.335065434882763 
47 	 3.3185716095711224 
48 	 3.337474711393693 
49 	 3.3458487361328 
50 	 3.3383737103480198 
51 	 3.3418396842453433 
52 	 3.3169595010470188 
53 	 3.3312246388910496 
54 	 3.3290530843257637 
55 	 3.3322295004605755 
56 	 3.360764959488407 
57 	 3.343029338425299 
58 	 3.329704057284224 
59 	 3.345927986892203 
60 	 3.3181874853849656 
61 	 3.341146038914585 
62 	 3.3235103531794525 
63 	 3.3275038817475724 
64 	 3.3402487068584565 
65 	 3.317508921145867 
66 	 3.3256609121167404 
67 	 3.328869666203146 
68 	 3.3291203979971415 
69 	 3.33104050262348 
70 	 3.3401777724371136 
71 	 3.3396531535365876 
72 	 3.3136003462675725 
73 	 3.3255363942237364 
74 	 3.3344140266443723 
75 	 3.3391126151907877 
76 	 3.319814608946561 
77 	 3.3448499258365327 
78 	 3.3180020724482984 
79 	 3.337246568345086 
80 	 3.341747206866217 
81 	 3.329716086500028 
82 	 3.3349746702480245 
83 	 3.3287225491088357 
84 	 3.31915132585558 
85 	 3.333535402736865 
86 	 3.3331523964120473 
87 	 3.3414750100394217 
88 	 3.327682239239589 
89 	 3.3370338925531806 
90 	 3.342865303038905 
91 	 3.313182766852575 
92 	 3.3295791715221026 
93 	 3.3293214267964375 
94 	 3.362119919686891 
95 	 3.3239090582909525 
96 	 3.3442562832956364 
97 	 3.334458306998146 
98 	 3.350744063867646 
99 	 3.3350395004341253 
100 	 3.334940223668348 
101 	 3.344412586888933 
102 	 3.335580726257296 
103 	 3.33210651946173 
104 	 3.3259442556424026 
105 	 3.336422830638046 
106 	 3.318586333271606 
107 	 3.326588849221681 
108 	 3.351035318417215 
109 	 3.349780415342216 
110 	 3.332934518629091 
111 	 3.3345956864440858 
112 	 3.3205681524330126 
113 	 3.3287144582734842 
114 	 3.3431703034316307 
115 	 3.3374444740513938 
116 	 3.3262898381604113 
117 	 3.3309270036777745 
118 	 3.324242772962673 
119 	 3.330645945266693 
120 	 3.32830755293497 
121 	 3.345796816337081 
122 	 3.3444238766333174 
123 	 3.3305725592434645 
124 	 3.3653689902142947 
125 	 3.3412908284859886 
126 	 3.348416816461391 
127 	 3.3376131781421905 
128 	 3.30573774550882 
129 	 3.3309490472373935 
130 	 3.3287523734287445 
131 	 3.3261491754251313 
132 	 3.3460755162925055 
133 	 3.3389998752605394 
134 	 3.335258970278315 
135 	 3.340056750379571 
136 	 3.3096659755222313 
137 	 3.335637965028444 
138 	 3.331508281784726 
139 	 3.318196599916095 
140 	 3.3382542116793315 
141 	 3.3457706483197955 
142 	 3.324130152162826 
143 	 3.334623953323257 
144 	 3.337136805446379 
145 	 3.328907843093476 
146 	 3.3217099453068055 
147 	 3.328623022527207 
148 	 3.340087568714324 
149 	 3.3387398532491637 
150 	 3.3312261301013417 
151 	 3.3374154629886688 
152 	 3.333159143386071 
153 	 3.362610731078095 
154 	 3.3141099112096875 
155 	 3.357586681364344 
156 	 3.341854922273478 
157 	 3.34135978992519 
158 	 3.3361712970287694 
159 	 3.3383129304729553 
160 	 3.3328746314933917 
161 	 3.3249849728340517 
162 	 3.3470185549602203 
163 	 3.334679841219124 
164 	 3.333544706884877 
165 	 3.337483153124954 
166 	 3.332352564325513 
167 	 3.321897797218552 
168 	 3.31513669940817 
169 	 3.3332441399813253 
170 	 3.3398321676426046 
171 	 3.3190097359387156 
172 	 3.325540000033946 
173 	 3.333078596859632 
174 	 3.3436725891883516 
175 	 3.3350518520027927 
176 	 3.3253803072920785 
177 	 3.3377986907943766 
178 	 3.3349776985063793 
179 	 3.3324789947167353 
180 	 3.3333805586232406 
181 	 3.3223208783033376 
182 	 3.3206828961948016 
183 	 3.3283488205604974 
184 	 3.340801331478637 
185 	 3.311327183997036 
186 	 3.3039313248545907 
187 	 3.351477297668089 
188 	 3.3456240071473955 
189 	 3.319278095932686 
190 	 3.340860842742655 
191 	 3.3360026180202333 
192 	 3.329345492560176 
193 	 3.327928594140071 
194 	 3.34356427017151 
195 	 3.3479489831013556 
196 	 3.3343513574791657 
197 	 3.3500415525291047 
198 	 3.3282885424373623 
199 	 3.3145384517649843 
200 	 3.3390722921258233 
201 	 3.340792792370371 
202 	 3.3323072207009643 
203 	 3.3476186604029228 
204 	 3.3355324315075623 
205 	 3.327001877298014 
206 	 3.330258516202901 
207 	 3.3230008378735474 
208 	 3.3254084433772984 
209 	 3.3131894193712323 
210 	 3.3329453228331944 
211 	 3.3379452032478873 
212 	 3.335241907199862 
213 	 3.3427690459466004 
214 	 3.3105785265332375 
215 	 3.327184231567289 
216 	 3.3537647868304785 
217 	 3.3464121046902977 
218 	 3.318161473835572 
219 	 3.3184654698606098 
220 	 3.3371415497156547 
221 	 3.3257776561659895 
222 	 3.3206413011867952 
223 	 3.3308302708949884 
224 	 3.3448388320306393 
225 	 3.3301340097071823 
226 	 3.340576628672032 
227 	 3.3186048236124495 
228 	 3.3333943546337683 
229 	 3.3162544101453846 
230 	 3.3277249043178423 
231 	 3.3312359936815708 
232 	 3.3284826825577913 
233 	 3.3438166316829885 
234 	 3.322741204096951 
235 	 3.3056847699133356 
236 	 3.329871088549553 
237 	 3.326788975813339 
238 	 3.334171063274338 
239 	 3.3637275926870345 
240 	 3.328933636758415 
241 	 3.3429202212756453 
242 	 3.3239353560169302 
243 	 3.34584307267986 
244 	 3.341490843489618 
245 	 3.337337976815152 
246 	 3.3203066812687605 
247 	 3.3360816814598553 
248 	 3.3359868255344787 
249 	 3.336299420136809 
250 	 3.3366683435056403 
251 	 3.3391313911922786 
252 	 3.339312415048714 
253 	 3.334817804707814 
254 	 3.3395000098023346 
255 	 3.336685617576652 
256 	 3.3445211037808407 
257 	 3.3284869514977093 
258 	 3.3273462841992347 
259 	 3.327820096591873 
260 	 3.3442178281985977 
261 	 3.331352543164644 
262 	 3.3437530960169393 
263 	 3.340259036942244 
264 	 3.3208397175673725 
265 	 3.329177980780534 
266 	 3.3320877808823495 
267 	 3.316652539885236 
268 	 3.3256832751740895 
269 	 3.3290748132578845 
270 	 3.311676723395632 
271 	 3.3456279744440613 
272 	 3.3392010665376524 
273 	 3.3241431553758827 
274 	 3.3267536350851215 
275 	 3.358214290136119 
276 	 3.3369590724003015 
277 	 3.3368085769984814 
278 	 3.3327124474533787 
279 	 3.318279266797846 
280 	 3.3314321997918785 
281 	 3.3288638049226758 
282 	 3.3222713851548984 
283 	 3.3308773530086593 
284 	 3.3133261027055303 
285 	 3.3392896719664527 
286 	 3.3415303665927145 
287 	 3.345398901694207 
288 	 3.335930177204888 
289 	 3.3243824046877486 
290 	 3.3534195451744395 
291 	 3.3448385213318628 
292 	 3.3330472706795904 
293 	 3.3293272410331576 
294 	 3.312430509243487 
295 	 3.326564106703262 
296 	 3.3391536308460354 
297 	 3.337035853303323 
298 	 3.321072281752812 
299 	 3.3451908522728817 
300 	 3.3286292608407173 
301 	 3.348935127730817 
302 	 3.3356221413875042 
303 	 3.3482798689210593 
304 	 3.33692797704342 
305 	 3.3365049032850527 
306 	 3.322551946871756 
307 	 3.338557610053429 
308 	 3.339043134520603 
309 	 3.3275615367298648 
310 	 3.333624706912051 
311 	 3.318145837028561 
312 	 3.338713722683451 
313 	 3.3290898843222045 
314 	 3.3334538412018726 
315 	 3.335880712807119 
316 	 3.3254734957041854 
317 	 3.3432424096342546 
318 	 3.347064428568036 
319 	 3.3360229859124266 
320 	 3.343017119178301 
321 	 3.332402267644576 
322 	 3.336576042664443 
323 	 3.319726924182975 
324 	 3.3336107349249096 
325 	 3.3192756064081266 
326 	 3.3527423140128456 
327 	 3.3155467013724698 
328 	 3.3466967578495748 
329 	 3.324235005550938 
330 	 3.326788994464457 
331 	 3.343706153987518 
332 	 3.332795961258535 
333 	 3.3289593247896025 
334 	 3.3366632258499975 
335 	 3.317949939661221 
336 	 3.365781862605273 
337 	 3.332036995194305 
338 	 3.34697345824438 
339 	 3.3363249696946373 
340 	 3.32767548021772 
341 	 3.3337819021925945 
342 	 3.321155408913504 
343 	 3.34190258200545 
344 	 3.3292033713361673 
345 	 3.3402266889722076 
346 	 3.3219552565530917 
347 	 3.3347686443358824 
348 	 3.312977889208626 
349 	 3.3299936494052442 
350 	 3.326688003432138 
351 	 3.3210520510826984 
352 	 3.334856525262417 
353 	 3.337125299275253 
354 	 3.324458562710999 
355 	 3.327260472925818 
356 	 3.3253364141970274 
357 	 3.330921103271975 
358 	 3.3353285930283616 
359 	 3.322394990196311 
360 	 3.3190229591963836 
361 	 3.353618972840461 
362 	 3.3306401026572092 
363 	 3.3373995535967227 
364 	 3.3433964179546396 
365 	 3.34586919426125 
366 	 3.3424290399145793 
367 	 3.335134821254331 
368 	 3.336457481766557 
369 	 3.33692671559598 
370 	 3.3520744546149537 
371 	 3.3113146510532605 
372 	 3.346232429477941 
373 	 3.3452281662185466 
374 	 3.3445795416681006 
375 	 3.34033300885731 
376 	 3.323536259781256 
377 	 3.3283744900465972 
378 	 3.334626410203487 
379 	 3.34403209124457 
380 	 3.333161019335653 
381 	 3.34198697633512 
382 	 3.322467601952038 
383 	 3.334282758659326 
384 	 3.336100608317239 
385 	 3.3314220502111302 
386 	 3.3241062690494254 
387 	 3.3328597901930532 
388 	 3.320217307920066 
389 	 3.327482156232832 
390 	 3.323320598415418 
391 	 3.3302157525143667 
392 	 3.3411568781508807 
393 	 3.345915400484963 
394 	 3.32518884761987 
395 	 3.338073256418346 
396 	 3.3299402758892325 
397 	 3.3354820474848776 
398 	 3.32042252971779 
399 	 3.341535578582112 
400 	 3.3347425196344447 
401 	 3.3449775719292916 
402 	 3.3199699192671885 
403 	 3.34486736834395 
404 	 3.3305407037112187 
405 	 3.338529687810027 
406 	 3.3262022113565313 
407 	 3.333163950376795 
408 	 3.3391966556648107 
409 	 3.323877689410482 
410 	 3.3268354159371016 
411 	 3.3503296662205693 
412 	 3.326228284219118 
413 	 3.3279648457506563 
414 	 3.3262575444484326 
415 	 3.324451202374597 
416 	 3.3272654926969936 
417 	 3.341676947854693 
418 	 3.3225917077762457 
419 	 3.3269515945665997 
420 	 3.320942086381536 
421 	 3.3156644014245287 
422 	 3.318032150465113 
423 	 3.333277922699063 
424 	 3.3263366680690085 
425 	 3.3194200081210226 
426 	 3.326109621277659 
427 	 3.3107242690149508 
428 	 3.3281574298576144 
429 	 3.31922217040243 
430 	 3.3074728768765604 
431 	 3.336561938714373 
432 	 3.3367179025575147 
433 	 3.3460350200939435 
434 	 3.3272612368176078 
435 	 3.3135339524661656 
436 	 3.3506698982515144 
437 	 3.332624553966515 
438 	 3.3256647525912952 
439 	 3.346951607920467 
440 	 3.354262390468936 
441 	 3.344439236182072 
442 	 3.3109864801572844 
443 	 3.342605415974412 
444 	 3.32670424107112 
445 	 3.338649259631222 
446 	 3.319982703981602 
447 	 3.332220463955483 
448 	 3.314599423126034 
449 	 3.3344902267166967 
450 	 3.312307321854708 
451 	 3.3074677250722635 
452 	 3.3373783922143363 
453 	 3.339765411283248 
454 	 3.338785572919077 
455 	 3.3228051496188966 
456 	 3.3324599039073433 
457 	 3.327756686937065 
458 	 3.344528214313014 
459 	 3.3135072231817917 
460 	 3.3113384545820135 
461 	 3.3197306417346013 
462 	 3.344402896819258 
463 	 3.3351164979026584 
464 	 3.3289714884875203 
465 	 3.332748828225241 
466 	 3.3356337097913795 
467 	 3.33088753311314 
468 	 3.33266746565671 
469 	 3.333947975183116 
470 	 3.3301270644840613 
471 	 3.3349813514986772 
472 	 3.3427291839410813 
473 	 3.3454970316448356 
474 	 3.3449613657806423 
475 	 3.3206663029663495 
476 	 3.3229246943227073 
477 	 3.3308392731292793 
478 	 3.3472347834757707 
479 	 3.3114545140797316 
480 	 3.324475389265546 
481 	 3.323503807732951 
482 	 3.355871915061242 
483 	 3.3338898115507862 
484 	 3.3451353067816596 
485 	 3.35081647660113 
486 	 3.3222018277769645 
487 	 3.3229836705376856 
488 	 3.349054331363892 
489 	 3.348887813722486 
490 	 3.3211712429827407 
491 	 3.3339310120173753 
492 	 3.3203867430705944 
493 	 3.327997562659971 
494 	 3.347610973090241 
495 	 3.3395886429461172 
496 	 3.3501339156117997 
497 	 3.3431367255191975 
498 	 3.3444154120008434 
499 	 3.3386892789159863 
500 	 3.324133727774204 
501 	 3.3390498461862177 
502 	 3.327937582308726 
503 	 3.321691620642348 
504 	 3.312458536827074 
505 	 3.3344927009928185 
506 	 3.32514689947183 
507 	 3.3346356191301885 
508 	 3.3418227753894043 
509 	 3.327490625629167 
510 	 3.3189171665078905 
511 	 3.3233838967433815 
512 	 3.322784025505252 
513 	 3.3335255791641796 
514 	 3.315098122903326 
515 	 3.3318221982487173 
516 	 3.320697294450913 
517 	 3.3289399398460384 
518 	 3.342616139323396 
519 	 3.334986423809099 
520 	 3.347437380449138 
521 	 3.3426230796906973 
522 	 3.346129815472387 
523 	 3.3316216171180795 
524 	 3.325706755258714 
525 	 3.3333494025059673 
526 	 3.3166307469396283 
527 	 3.333603326657163 
528 	 3.331835068993859 
529 	 3.3464010705365363 
530 	 3.3545195731774906 
531 	 3.342007433164165 
532 	 3.332968496751808 
533 	 3.33819137872084 
534 	 3.3256914558353725 
535 	 3.337738332966644 
536 	 3.3183412929196874 
537 	 3.3575054066896555 
538 	 3.3122602935069314 
539 	 3.3457481015992707 
540 	 3.3294367189889154 
541 	 3.344932118833937 
542 	 3.341338495750477 
543 	 3.3451893101240513 
544 	 3.347156756333734 
545 	 3.340938117818954 
546 	 3.3261861085552145 
547 	 3.324658080806 
548 	 3.338599670822497 
549 	 3.3271953053023147 
550 	 3.3211663662352566 
551 	 3.3293529449097807 
552 	 3.3237462170705725 
553 	 3.3404879323761665 
554 	 3.3271886082557165 
555 	 3.332925448354297 
556 	 3.343972027167198 
557 	 3.3367848239509885 
558 	 3.333428250767808 
559 	 3.3467393008757846 
560 	 3.3386937513479906 
561 	 3.329224236749091 
562 	 3.3483355723257557 
563 	 3.3301205318791665 
564 	 3.3223206698992342 
565 	 3.3239757872438425 
566 	 3.3109691909688785 
567 	 3.328669774279336 
568 	 3.3272321514591936 
569 	 3.3452980790863056 
570 	 3.357964057511354 
571 	 3.336791877655128 
572 	 3.325728954386553 
573 	 3.337749885335873 
574 	 3.3205536160083935 
575 	 3.3517555994505335 
576 	 3.352604283050057 
577 	 3.358597498408236 
578 	 3.3318375916351353 
579 	 3.3288518914806757 
580 	 3.340717407715101 
581 	 3.338142411865785 
582 	 3.317801681989994 
583 	 3.331967737898748 
584 	 3.330320211317865 
585 	 3.333801794250275 
586 	 3.327995139137508 
587 	 3.3269199156044107 
588 	 3.3301915791619394 
589 	 3.3422484919793622 
590 	 3.3570741963730084 
591 	 3.3403829981824638 
592 	 3.310709013500277 
593 	 3.339686871837053 
594 	 3.35968025880662 
595 	 3.337220388749746 
596 	 3.336239022447562 
597 	 3.3493450887411274 
598 	 3.3399066625291955 
599 	 3.3368483857829787 
600 	 3.3310022260624823 
601 	 3.328272330628246 
602 	 3.3456531390731628 
603 	 3.3297069950466938 
604 	 3.34364016590976 
605 	 3.3233015157464654 
606 	 3.341268288306054 
607 	 3.3157602222245632 
608 	 3.3387911839771496 
609 	 3.3305949313198635 
610 	 3.340108986085431 
611 	 3.3283658642416145 
612 	 3.327681554329856 
613 	 3.344219827412211 
614 	 3.3140038749255525 
615 	 3.341501916641288 
616 	 3.3381075593971117 
617 	 3.321027118124778 
618 	 3.334343795399077 
619 	 3.3241315562907596 
620 	 3.346317201935257 
621 	 3.3383370134934047 
622 	 3.327164875200665 
623 	 3.339750955637663 
624 	 3.3391391512748543 
625 	 3.32268840399002 
626 	 3.324455150500053 
627 	 3.3445711756309464 
628 	 3.33478111312974 
629 	 3.328706834993437 
630 	 3.315349817407441 
631 	 3.3527455103744406 
632 	 3.3400113427345097 
633 	 3.3302899260021976 
634 	 3.340558108535537 
635 	 3.3393767462579746 
636 	 3.3262349739122294 
637 	 3.341831350937942 
638 	 3.3468757258323416 
639 	 3.3423759796152224 
640 	 3.328108541151782 
641 	 3.3469771049421486 
642 	 3.3230720793323965 
643 	 3.3233779226223805 
644 	 3.345594051299199 
645 	 3.34847863356486 
646 	 3.325752925604127 
647 	 3.322908212420437 
648 	 3.332413680468359 
649 	 3.3244902636820934 
650 	 3.3388878295653694 
651 	 3.3366271330097366 
652 	 3.323440505115858 
653 	 3.3096962288259997 
654 	 3.33236230485227 
655 	 3.322099768022946 
656 	 3.322421106050524 
657 	 3.348160010885794 
658 	 3.3478214831104145 
659 	 3.325460380422366 
660 	 3.340725447952046 
661 	 3.3582095088805 
662 	 3.334118269703233 
663 	 3.332579463223586 
664 	 3.3308077312938917 
665 	 3.3275434834909787 
666 	 3.3342497513002494 
667 	 3.3334978881278006 
668 	 3.3351065558891366 
669 	 3.3262660827978254 
670 	 3.350925454618436 
671 	 3.3428937113620343 
672 	 3.357210388355053 
673 	 3.334787015414162 
674 	 3.3254327756469904 
675 	 3.3281548083398014 
676 	 3.335683361870116 
677 	 3.3386674270652983 
678 	 3.3455534229343735 
679 	 3.3448518324686027 
680 	 3.322003619301695 
681 	 3.346132945834775 
682 	 3.323726895595761 
683 	 3.3528343642451843 
684 	 3.335354984901808 
685 	 3.323903485560779 
686 	 3.3290285256844308 
687 	 3.3202209060945083 
688 	 3.3229667977840416 
689 	 3.310259328848362 
690 	 3.3261371251422185 
691 	 3.326729797710811 
692 	 3.34780067744349 
693 	 3.3375814851270382 
694 	 3.31543550068914 
695 	 3.344551141683622 
696 	 3.341316755359137 
697 	 3.3313167952573948 
698 	 3.345193729389265 
699 	 3.3159623884788774 
700 	 3.335950968578997 
701 	 3.319127992249057 
702 	 3.337344101535603 
703 	 3.3341500483234427 
704 	 3.333226230308937 
705 	 3.3327884544418303 
706 	 3.3380783062630446 
707 	 3.317456929638675 
708 	 3.3172965923639937 
709 	 3.33401140944194 
710 	 3.347253222706159 
711 	 3.316998492102116 
712 	 3.3343356722630078 
713 	 3.3151996039851084 
714 	 3.306381269330139 
715 	 3.3263833195033743 
716 	 3.342412706211156 
717 	 3.339060259069646 
718 	 3.351592661962355 
719 	 3.337337551318755 
720 	 3.3442872971543514 
721 	 3.3475913842737315 
722 	 3.337201483461016 
723 	 3.3316369270304396 
724 	 3.322069450457103 
725 	 3.3410257168071875 
726 	 3.3413809130587735 
727 	 3.3421329584654726 
728 	 3.3144088846720643 
729 	 3.3458130710520626 
730 	 3.3299476050377157 
731 	 3.3308174498721144 
732 	 3.311047968560908 
733 	 3.33083535589268 
734 	 3.33431200213574 
735 	 3.32164324638715 
736 	 3.3478766789756125 
737 	 3.3372183438627747 
738 	 3.3169032022683744 
739 	 3.326151429818425 
740 	 3.3238384033554063 
741 	 3.34317589241223 
742 	 3.3258845475140646 
743 	 3.3236207719210427 
744 	 3.3295364550184288 
745 	 3.3510794397841734 
746 	 3.3095419766263854 
747 	 3.342082819174547 
748 	 3.323613042274547 
749 	 3.3481924107007814 
750 	 3.342090049652563 
751 	 3.333739435717599 
752 	 3.343556764427497 
753 	 3.3246029354513693 
754 	 3.324641002182057 
755 	 3.3262350023030813 
756 	 3.342024472181336 
757 	 3.3338167826473795 
758 	 3.3240045912421317 
759 	 3.3095533505962615 
760 	 3.333486339689976 
761 	 3.3302812304427554 
762 	 3.349333583386427 
763 	 3.3436756629446367 
764 	 3.335972190897516 
765 	 3.350570593896203 
766 	 3.3322002167896403 
767 	 3.312522074391732 
768 	 3.3125783811740757 
769 	 3.333302911243397 
770 	 3.336375387513949 
771 	 3.3298350966546755 
772 	 3.350949632776116 
773 	 3.333685223041505 
774 	 3.343532910645709 
775 	 3.311540127736919 
776 	 3.3184818244577783 
777 	 3.3159358552830707 
778 	 3.3309663663118787 
779 	 3.3297237247409393 
780 	 3.3371606034359838 
781 	 3.3437007284205995 
782 	 3.328032356439634 
783 	 3.3274065357137057 
784 	 3.3356378132155515 
785 	 3.354396356357097 
786 	 3.320734655969476 
787 	 3.328305873343585 
788 	 3.333680779383952 
789 	 3.3410408986534716 
790 	 3.320014125644226 
791 	 3.3411780456229803 
792 	 3.33468924855473 
793 	 3.349930624606057 
794 	 3.352208217991239 
795 	 3.345119299768139 
796 	 3.3300103878296814 
797 	 3.3368716847880937 
798 	 3.3352496115137 
799 	 3.3409985210190984 
800 	 3.338936028679159 
801 	 3.3433915420514877 
802 	 3.3148709291587646 
803 	 3.3148727730300727 
804 	 3.3298239640317804 
805 	 3.3482952344998655 
806 	 3.316551357708463 
807 	 3.337396812267485 
808 	 3.320370745329381 
809 	 3.340699230039845 
810 	 3.3117398666228435 
811 	 3.341038945474915 
812 	 3.3389364404986317 
813 	 3.3200597772128613 
814 	 3.344219047567806 
815 	 3.340774463191145 
816 	 3.3376825368796563 
817 	 3.3538781399333857 
818 	 3.3522882092422024 
819 	 3.33235874048974 
820 	 3.3214878295687615 
821 	 3.327324158135518 
822 	 3.336355526417849 
823 	 3.333317263086045 
824 	 3.3334836132162473 
825 	 3.330094291700984 
826 	 3.3375118027521324 
827 	 3.3322369396138276 
828 	 3.3604531677928566 
829 	 3.3164647289753324 
830 	 3.3391614354056753 
831 	 3.3440314037890047 
832 	 3.3446593661637305 
833 	 3.3236857887038593 
834 	 3.3220038874302387 
835 	 3.3434504296116523 
836 	 3.33066675893051 
837 	 3.3366181920607185 
838 	 3.3245866451111934 
839 	 3.320486363272064 
840 	 3.3555574304613316 
841 	 3.3455563485966127 
842 	 3.3366572525703098 
843 	 3.3209510915664686 
844 	 3.3351706276887096 
845 	 3.3320695161585574 
846 	 3.3378541983437 
847 	 3.343680435196914 
848 	 3.3308496001976953 
849 	 3.3284437743638935 
850 	 3.327377980182344 
851 	 3.324157955611295 
852 	 3.3182554635510293 
853 	 3.3534467331767503 
854 	 3.3489120542529682 
855 	 3.338653611960316 
856 	 3.340997008026382 
857 	 3.330088019729714 
858 	 3.3357681590167783 
859 	 3.3296372473076583 
860 	 3.336833320897643 
861 	 3.336690091028758 
862 	 3.3213496214954317 
863 	 3.339763912061996 
864 	 3.337199431157663 
865 	 3.3254729457317107 
866 	 3.3398790952879938 
867 	 3.340529951291907 
868 	 3.3370109892011706 
869 	 3.3562569830887568 
870 	 3.3429098872108787 
871 	 3.324939113965444 
872 	 3.3223964208174603 
873 	 3.341061305327066 
874 	 3.323154846791318 
875 	 3.3273526323450198 
876 	 3.329588867072969 
877 	 3.340866337949146 
878 	 3.3339468211677072 
879 	 3.3466235257020718 
880 	 3.3602696856029888 
881 	 3.334284496308157 
882 	 3.3594322751984445 
883 	 3.3402942979881214 
884 	 3.3297160124689102 
885 	 3.34867541017008 
886 	 3.336688394501469 
887 	 3.324956453313092 
888 	 3.3121089797285825 
889 	 3.3236338058558537 
890 	 3.354407741503995 
891 	 3.31883836048562 
892 	 3.3299816266173443 
893 	 3.346136302103488 
894 	 3.3271644632935446 
895 	 3.3073812855428324 
896 	 3.344382065311268 
897 	 3.3276722083795205 
898 	 3.3372952299342673 
899 	 3.322606674567325 
900 	 3.3418215710753483 
901 	 3.322327581798238 
902 	 3.33326585185303 
903 	 3.3291943869642613 
904 	 3.3491919097465552 
905 	 3.317389627089753 
906 	 3.3251146350922745 
907 	 3.3139721434874647 
908 	 3.3220465762804414 
909 	 3.347387827954095 
910 	 3.337415968293325 
911 	 3.3248879374387443 
912 	 3.3190417098759313 
913 	 3.3437615843946773 
914 	 3.325885407281683 
915 	 3.326093162458957 
916 	 3.333172388288586 
917 	 3.338364496123674 
918 	 3.330395586858529 
919 	 3.341337467253929 
920 	 3.323962640583971 
921 	 3.334732694660812 
922 	 3.3470234130799144 
923 	 3.341750908368872 
924 	 3.3380215883000925 
925 	 3.332174874897835 
926 	 3.328424886318424 
927 	 3.340243683945669 
928 	 3.344342319753805 
929 	 3.343921130794231 
930 	 3.3463389337607463 
931 	 3.3252299353377146 
932 	 3.3258768373784116 
933 	 3.3496645736522486 
934 	 3.327289622025429 
935 	 3.326973420690272 
936 	 3.337452689604668 
937 	 3.3072963868971366 
938 	 3.321061381086647 
939 	 3.3393945587691123 
940 	 3.340281180868681 
